file_name,file_code,parameter,orig_variable_code,variable_code,Unit,type_variable,classes,range,subj_tot,subj_multiple_visits,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione,Unnamed: 14,Unnamed: 15,population
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.7253103155179743, 0.6925646219265181",347.0,343.0,1281.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.686720987919793, 0.2333503119826818",347.0,343.0,1283.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"7.4685264616384135, 0.4078497777508996",347.0,343.0,1281.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.3745174257399472, 0.0886232213631343",347.0,343.0,1281.0,2.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 5.1) - Year 1 Base Image [ADNIGO,2]",UCSFFSL51Y1,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.9219276344469542, 0.7286981024766042",347.0,343.0,1280.0,3.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,ID,RID,RID,,<class 'numpy.int64'>,,"5289.0, 21.0",662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, m84, m96, m120",,662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2010-10-08, 2011-10-13, 2012-10-04, 2013-10-17, 2015-11-03",,662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Cohort,COLPROT,COHORT,,<class 'str'>,"ADNIGO, ADNI2, nan",,662.0,653.0,3122.0,1.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"1051225.0, 221959.0",662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Other,STATUS,STATUS,,<class 'str'>,partial,,662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,,,VISIT_MONTH,,<class 'numpy.int64'>,,"75.0, 0.0",662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,,,FSVERSION,,<class 'numpy.float64'>,5.1,"5.1, 5.1",662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,,,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.979641456658517, 0.5376027370102467",659.0,651.0,3114.0,9.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.6795357610154803, 0.17281561626034636",662.0,653.0,3123.0,0.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"8.27264227837177, 0.40564469827455957",660.0,651.0,3115.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.39428928583177075, 0.0829825701290997",660.0,651.0,3115.0,8.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (5.1) - Final Run w/ All A [ADNIGO,2]",UCSFFSL51,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.9921708329664822, 0.6983195596287636",660.0,651.0,3114.0,9.0,"ADNI1, ADNI3, ADNI4",keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,ID,RID,RID,,<class 'numpy.int64'>,,"1430.0, 3.0",739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Visit,VISCODE2,VISCODE,,<class 'str'>,"sc, m06, m12, m24, m18, m36, m48, f, bl, m60",,739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-01, 2006-03-13, 2006-09-12, 2007-09-12, 2005-09-22",,739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Other,FLDSTRENG,FLDSTRENG,,<class 'str'>,1.5T,,739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Other,IMAGEUID,IMAGEUID,,<class 'numpy.int64'>,,"322396.0, 31863.0",739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Other,STATUS,STATUS,,<class 'str'>,complete,,739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,,,VISIT_MONTH,,<class 'numpy.int64'>,,"70.0, 0.0",739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,,,FSVERSION,,<class 'numpy.float64'>,4.4,"4.4, 4.4",739.0,727.0,3354.0,0.0,pop not found,keep,,,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,['ST10CV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",739.0,727.0,3354.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,"['ST26CV', 'ST85CV']",Fusiform%ICV,,<class 'numpy.float64'>,,"1.5567690779329217, 0.5353072859954416",739.0,726.0,3347.0,7.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,"['ST29SV', 'ST88SV']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.6868840919755983, 0.17890115737661302",739.0,727.0,3354.0,0.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,"['ST37SV', 'ST96SV']",Ventricles%ICV,,<class 'numpy.float64'>,,"8.733498548078176, 0.4183176768599176",739.0,726.0,3350.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,"['ST24CV', 'ST83CV']",Entorhinal%ICV,,<class 'numpy.float64'>,,"0.3714794604145526, 0.04326193960356525",739.0,726.0,3350.0,4.0,pop not found,keep,predittore,volume,,,
"UCSF - Longitudinal FreeSurfer (FreeSurfer Version 4.4) [ADNI1,GO,2]",UCSFFSL,Volume,"['ST40CV', 'ST99CV']",MidTemp%ICV,,<class 'numpy.float64'>,,"1.719211078031244, 0.6276751489142947",739.0,726.0,3349.0,5.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,ID,RID,RID,,<class 'numpy.int64'>,,"1435.0, 2.0",811.0,760.0,3128.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Visit,VISCODE,VISCODE,,<class 'str'>,"sc, m06, m12, m24, m18, m36",,811.0,760.0,3128.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-08-26, 2005-09-01, 2006-03-13, 2006-09-12, 2007-09-12",,811.0,760.0,3128.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Other,QCPASS,STATUS,,<class 'str'>,"complete, partial",,811.0,760.0,3128.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,,,VISIT_MONTH,,<class 'numpy.int64'>,,"42.0, 0.0",811.0,760.0,3128.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,,,FSVERSION,,<class 'str'>,NOT FreeSurfer,,811.0,760.0,3128.0,0.0,pop not found,keep,,,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,['BRAIN'],Brain%ICV,,<class 'numpy.float64'>,,"74.93809361346202, 57.298617998016574",811.0,760.0,3128.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,['EICV'],ICV%ICV,,<class 'numpy.float64'>,100.0,"100.0, 100.0",811.0,760.0,3128.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,['VENTRICLES'],Ventricles%ICV,,<class 'numpy.float64'>,,"9.334868174011536, 0.6212590587906257",811.0,760.0,3128.0,0.0,pop not found,keep,predittore,volume,,,
UCSD - Derived Volumes [ADNI1],UCSDVOL,Volume,"['LHIPPOC', 'RHIPPOC']",Hippocampus%ICV,,<class 'numpy.float64'>,,"0.7185352910410634, 0.22493872581282087",811.0,760.0,3128.0,0.0,pop not found,keep,predittore,volume,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ID,RID,RID,,<class 'numpy.int64'>,,"5285.0, 42.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m84, m108, m24, m36",,184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2011-04-14, 2013-01-24, 2011-02-08, 2013-02-07, 2015-02-12",,184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Cohort,STUDY,COHORT,,<class 'str'>,ADNI,,184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Abeta,ABETA,AB42_CSF,elecsys,<class 'numpy.int64'>,,"2982.0, 238.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Abeta,AB40,AB40_CSF,elecsys,<class 'numpy.int64'>,,"37590.0, 5550.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,TAU,TTAU_CSF,elecsys,<class 'numpy.int64'>,,"946.0, 110.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,PTAU,PT181_CSF,elecsys,<class 'numpy.float64'>,,"118.0, 8.0",184.0,171.0,421.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Abeta,A4240,AB4240_CSF,elecsys,<class 'numpy.float64'>,,"0.1035598705501618, 0.0199136868064118",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"108.0, 0.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Other,,METHOD,,<class 'str'>,elecsys,,184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,,TTAU_AB42_CSF,,<class 'numpy.float64'>,,"2.367052023121387, 0.0803957946815089",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,Tau,,PT181_AB42_CSF,,<class 'numpy.float64'>,,"0.3034682080924855, 0.0067476383265856",184.0,171.0,421.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,intervallo,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ATN,,Apositive,,<class 'numpy.int64'>,"0, 1","1.0, 0.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ATN,,Tpositive,,<class 'numpy.float64'>,"0.0, 1.0, nan","1.0, 0.0",184.0,171.0,421.0,1.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,,,,
"UPENN - ADNI/DIAN Study CSF Elecsys Results [ADNI1,GO,2]",UPENNBIOMK_ADNIDIAN_ES_2017,ATN,,Npositive,,<class 'numpy.int64'>,"0, 1","1.0, 0.0",184.0,172.0,422.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3, ADNI4",keep,predittore,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ID,RID,RID,,<class 'numpy.int64'>,,"7073.0, 3.0",1660.0,837.0,3172.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Visit,VISCODE2,VISCODE,,<class 'str'>,"bl, m12, m24, m48, m60",,1660.0,837.0,3172.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-12, 2006-09-13, 2005-11-22, 2006-11-28, 2005-09-07",,1660.0,837.0,3172.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Cohort,PHASE,COHORT,,<class 'str'>,"ADNI1, ADNIGO, ADNI2, ADNI3",,1660.0,837.0,3172.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Abeta,ABETA40,AB40_CSF,elecsys,<class 'numpy.float64'>,,"37480.0, 841.0",570.0,218.0,934.0,2238.0,ADNI4,drop,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Abeta,ABETA42,AB42_CSF,elecsys,<class 'numpy.float64'>,,"4779.0, 203.0",1660.0,836.0,3167.0,5.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,TAU,TTAU_CSF,elecsys,<class 'numpy.float64'>,,"1018.0, 80.08",1653.0,835.0,3159.0,13.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,PTAU,PT181_CSF,elecsys,<class 'numpy.float64'>,,"108.5, 8.0",1650.0,831.0,3147.0,25.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"186.0, 0.0",1660.0,837.0,3172.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Other,,METHOD,,<class 'str'>,elecsys,,1660.0,837.0,3172.0,0.0,ADNI4,keep,,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Abeta,,AB4240_CSF,,<class 'numpy.float64'>,,"0.1348476297968397, 0.0178014981273408",570.0,216.0,931.0,2241.0,ADNI4,drop,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,,TTAU_AB42_CSF,,<class 'numpy.float64'>,,"3.048989379924632, 0.0686699507389162",1653.0,834.0,3154.0,18.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,Tau,,PT181_AB42_CSF,,<class 'numpy.float64'>,,"0.3432682425488181, 0.005528625156707",1650.0,830.0,3143.0,29.0,ADNI4,keep,predittore,intervallo,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ATN,,Apositive,,<class 'numpy.float64'>,"1.0, 0.0, nan","1.0, 0.0",1660.0,836.0,3167.0,5.0,ADNI4,keep,predittore,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ATN,,Tpositive,,<class 'numpy.float64'>,"1.0, 0.0, nan","1.0, 0.0",1650.0,831.0,3147.0,25.0,ADNI4,keep,predittore,,,,
"UPENN CSF Biomarkers Roche Elecsys [ADNI1,GO,2,3]",UPENNBIOMK_ROCHE_ELECSYS,ATN,,Npositive,,<class 'numpy.float64'>,"0.0, 1.0, nan","1.0, 0.0",1653.0,835.0,3159.0,13.0,ADNI4,keep,predittore,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,ID,RID,RID,,<class 'numpy.int64'>,,"5067.0, 51.0",119.0,0.0,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Visit,VISCODE2,VISCODE,,<class 'str'>,"m72, m60, m48, m36, m24, bl, m06",,119.0,0.0,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2011-08-11, 2010-12-15, 2011-04-05, 2011-04-14, 2012-06-06",,119.0,0.0,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Abeta,BETA_AMYLOID_1_40,AB40_CSF,elisa,<class 'numpy.float64'>,,"18996.2, 4695.53",119.0,0.0,119.0,0.0,pop not found,keep,predittore,intervallo,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Abeta,BETA_AMYLOID_1_42,AB42_CSF,elisa,<class 'numpy.float64'>,,"1987.9, 264.01",119.0,0.0,119.0,0.0,pop not found,keep,predittore,intervallo,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Abeta,BETA_AMYLOID_42_40,AB4240_CSF,elisa,<class 'numpy.float64'>,,"0.1642912054820536, 0.029725900116144",119.0,0.0,119.0,0.0,pop not found,keep,predittore,intervallo,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,0,"0.0, 0.0",119.0,0.0,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,Other,,METHOD,,<class 'str'>,elisa,,119.0,0.0,119.0,0.0,pop not found,keep,,,,,
"EUROIMMUN CSF Beta-Amyloid [ADNIGO,2]",EUROIMMUN,ATN,,Apositive,,<class 'numpy.int64'>,"1, 0","1.0, 0.0",119.0,0.0,119.0,0.0,pop not found,keep,predittore,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,ID,RID,RID,,<class 'numpy.int64'>,,"5295.0, 42.0",421.0,0.0,421.0,0.0,pop not found,keep,,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Visit,VISCODE2,VISCODE,,<class 'str'>,"m60, m72, m48, nv, m36, bl, m24",,421.0,0.0,421.0,0.0,pop not found,keep,,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2011-04-14, 2011-08-11, 2010-09-28, 2011-02-16, 2011-03-17",,421.0,0.0,421.0,0.0,pop not found,keep,,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Abeta,ABETA42,AB42_CSF,lumipulse,<class 'numpy.int64'>,,"2267.0, 42.0",421.0,0.0,421.0,0.0,pop not found,keep,predittore,intervallo,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Abeta,ABETA40,AB40_CSF,lumipulse,<class 'numpy.float64'>,,"27373.0, 874.0",419.0,0.0,419.0,2.0,pop not found,keep,predittore,intervallo,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Abeta,ABETA42_40,AB4240_CSF,lumipulse,<class 'numpy.float64'>,,"0.8272311212814645, 0.0216698534098151",419.0,0.0,419.0,2.0,pop not found,keep,predittore,intervallo,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,0,"0.0, 0.0",421.0,0.0,421.0,0.0,pop not found,keep,,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,Other,,METHOD,,<class 'str'>,lumipulse,,421.0,0.0,421.0,0.0,pop not found,keep,,,,,
"Fujirebio Beta-Amyloid Ratio [ADNIGO,2] ",FUJIREBIOABETA,ATN,,Apositive,,<class 'numpy.int64'>,"0, 1","1.0, 0.0",421.0,0.0,421.0,0.0,pop not found,keep,predittore,,,,
"SALADAX Biomedical Summaries [ADNI1,GO,2]",SALADAX_BIOMEDICAL,ID,RID,RID,,<class 'numpy.float64'>,,"5160.0, 2010.0",262.0,111.0,373.0,0.0,pop not found,keep,,,,,
"SALADAX Biomedical Summaries [ADNI1,GO,2]",SALADAX_BIOMEDICAL,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2010-12-14, 2012-12-19, 2011-05-26, 2011-05-16, 2013-05-02",,262.0,111.0,373.0,0.0,pop not found,keep,,,,,
