file_name,file_code,parameter,orig_variable_code,variable_code,Unit,type_variable,classes,range,valid_values,missing_values,missing_pop,del,metadati_fattori,metadati_normalizzazione
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,None,"4239.0, 34.0",4190.0,0.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,None,"15382.0, 2154.0",4188.0,2.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.int64'>,None,"5991.0, 870.0",4190.0,0.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,None,"15187.0, 3747.0",4189.0,1.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST96SV,RVentricle,mm3,<class 'numpy.float64'>,None,"66551.0, 2003.0",4189.0,1.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.int64'>,None,"3602.0, 275.0",4190.0,0.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST85CV,RFusiform,mm3,<class 'numpy.int64'>,None,"16787.0, 3961.0",4190.0,0.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.int64'>,None,"5806.0, 1262.0",4190.0,0.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,None,"16951.0, 4231.0",4189.0,1.0,"ADNI1, ADNI3, ADNI4",False,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (5.1) [ADNI1,GO,2]",UCSFFSX51,,,VISIT_MONTH,,<class 'numpy.int64'>,None,"75.0, 0.0",4190.0,0.0,"ADNI1, ADNI3, ADNI4",False,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,ID,RID,RID,,<class 'numpy.int64'>,,"7083.0, 31.0",1725.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Cohort,PHASE,PHASE,,<class 'str'>,ADNI3,,1725.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2017-05-03, 2018-05-22, 2019-05-30, 2017-08-07, 2018-08-10",,1725.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Other,STATUS,STATUS,,<class 'str'>,complete,,1725.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,,
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST37SV,LVentricle,mm3,<class 'numpy.float64'>,,"72068.5, 3756.3",1657.0,68.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST10CV,ICV,mm3,<class 'numpy.float64'>,,"3500154.120931, 1058860.327947",1725.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"4052.0, 351.0",1504.0,221.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"14409.0, 4101.0",1395.0,330.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.float64'>,,"5293.0, 1370.6",1509.0,216.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"14853.0, 4928.0",1585.0,140.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST96SV,RVentricle,mm3,<class 'numpy.float64'>,,"75143.8, 3705.5",1657.0,68.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"4119.0, 531.0",1504.0,221.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"13646.0, 4508.0",1395.0,330.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"5461.8, 1618.0",1509.0,216.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"17471.0, 6036.0",1585.0,140.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,predittore,volume
UCSF - Cross-Sectional FreeSurfer (6.0) [ADNI3],UCSFFSX6,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"65.0, 0.0",1725.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI4",True,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,ID,RID,RID,,<class 'numpy.int64'>,,"10509.0, 69.0",80.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Cohort,PHASE,PHASE,,<class 'str'>,ADNI4,,80.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2024-01-02, 2024-12-19, 2024-04-24, 2025-04-28, 2023-11-30",,80.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Other,STATUS,STATUS,,<class 'str'>,complete,,80.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,,
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST37SV,LVentricle,mm3,<class 'numpy.float64'>,,"50269.1, 6480.8",78.0,2.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST10CV,ICV,mm3,<class 'numpy.float64'>,,"1825802.631582, 1133716.266852",80.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.float64'>,,"2773.0, 825.0",64.0,16.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"11447.0, 6383.0",51.0,29.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.float64'>,,"4381.7, 2300.1",66.0,14.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.float64'>,,"12025.0, 7040.0",58.0,22.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST96SV,RVentricle,mm3,<class 'numpy.float64'>,,"40742.5, 5948.4",78.0,2.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.float64'>,,"3004.0, 679.0",64.0,16.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST85CV,RFusiform,mm3,<class 'numpy.float64'>,,"13039.0, 6857.0",51.0,29.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.float64'>,,"4480.6, 2505.7",66.0,14.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"12697.0, 7641.0",58.0,22.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (7.x) [ADNI1,GO,2,3,4]",UCSFFSX7,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,"0, 12, 11, 14, 13, 22","22.0, 0.0",80.0,0.0,"ADNI1, ADNIGO, ADNI2, ADNI3",True,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,ID,RID,RID,,<class 'numpy.int64'>,,"1430.0, 3.0",4069.0,0.0,pop not found,True,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,EXAMDATE,EXAMDATE,,<class 'str'>,"2005-09-01, 2006-03-13, 2006-09-12, 2007-09-12, 2005-09-22",,4069.0,0.0,pop not found,True,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Other,STATUS,STATUS,,<class 'str'>,complete,,4069.0,0.0,pop not found,True,,
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST37SV,LVentricle,mm3,<class 'numpy.int64'>,,"87716.0, 3111.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST10CV,ICV,mm3,<class 'numpy.int64'>,,"2110290.0, 843290.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST24CV,LEntorhinal,mm3,<class 'numpy.int64'>,,"3705.0, 417.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST26CV,LFusiform,mm3,<class 'numpy.float64'>,,"12710.0, 2600.0",4068.0,1.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST29SV,LHippocampus,mm3,<class 'numpy.int64'>,,"5468.0, 1217.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST40CV,LMidTemp,mm3,<class 'numpy.int64'>,,"15462.0, 1958.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST96SV,RVentricle,mm3,<class 'numpy.int64'>,,"72924.0, 2320.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST83CV,REntorhinal,mm3,<class 'numpy.int64'>,,"3955.0, 402.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST85CV,RFusiform,mm3,<class 'numpy.int64'>,,"13203.0, 3432.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST88SV,RHippocampus,mm3,<class 'numpy.int64'>,,"5818.0, 734.0",4069.0,0.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Volume,ST99CV,RMidTemp,mm3,<class 'numpy.float64'>,,"15544.0, 2378.0",4068.0,1.0,pop not found,True,predittore,volume
"UCSF - Cross-Sectional FreeSurfer (FreeSurfer Version 4.3) [ADNI1,GO,2]",UCSFFSX,Visit,,VISIT_MONTH,,<class 'numpy.int64'>,,"110.0, 0.0",4069.0,0.0,pop not found,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,ID,,RID,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,visit,,VISCODE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Age,,BIRTHYR,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,CDRGLOB,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,CDRSUM,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,CDR_BASELINE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Other,,CORT,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Visit,,CSFDATE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,CSF_CDRSB_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,CSF_CDR_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Other,,CSF_DATE_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,CSF_ELC_AB40,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,CSF_ELC_AB42,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,CSF_ELC_AB4240,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Tau,,CSF_ELC_PTAU,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Tau,,CSF_ELC_TAU,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,APOE,,DIAN_APOE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,DIAN_CDRSB_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,MMSE,,DIAN_MMSE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Age,,DIAN_YEARS_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Sex,,GENDER,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Visit,,LAST_VISIT_DATE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Marry,,MARISTAT,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,MRI_CDRSB_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,MRI_CDR_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Visit,,MRI_DATE_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Visit,,MRI_SCANDATE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Volume,,MR_TOTT_PRECUNEUS,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Volume,,MR_TOTV_HIPPOCAMPUS,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Volume,,MR_TOTV_INTRACRANIAL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Volume,,MR_TOTV_WMHYPOINTENSITIES,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,PET_CDRSB_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,CDR,,PET_CDR_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Visit,,PET_DATE_BL,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Visit,,PET_SCANDATE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Other,,PET_TYPE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,PIB_FSUVR_RSF_TOT_CORTMEAN,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,PIB_FSUVR_RSF_TOT_CTX_PRECUNEUS,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,PIB_FSUVR_RSF_TOT_HIPPOCAMPUS,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,PIB_MSUVR_TOT_CORTMEAN,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Abeta,,PIB_MSUVR_TOT_PRECUNEUS,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Ethnicity,,RACE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,Age,,VISITAGE,,,,,,,,True,,
The DIAN-ADNI Comparison Study,ADNI_DIAN_COMPARISON,visit,,VISIT_DATE_BL,,,,,,,,True,,
